frame,time_seconds,player_id,confidence,x1,y1,x2,y2,ground_x,ground_y,inside_forward50,zone
78,1.56,31,0.3795,1003.78,672.14,1049.12,760.84,1026.45,760.84,True,left_half_forward
78,1.56,5,0.4078,1317.27,720.3,1388.35,843.97,1352.81,843.97,True,central_corridor
78,1.56,25,0.3784,488.93,497.92,511.25,544.4,500.09,544.4,True,left_pocket
78,1.56,30,0.3563,1588.06,461.85,1607.36,501.95,1597.71,501.95,False,outside
79,1.58,2,0.743,1481.91,846.89,1530.97,985.49,1506.44,985.49,False,outside
79,1.58,4,0.4881,102.59,589.66,146.63,653.72,124.61,653.72,True,left_pocket
79,1.58,7,0.5959,973.41,566.97,1011.78,632.62,992.59,632.62,True,left_half_forward
79,1.58,9,0.3663,219.04,492.2,245.51,553.95,232.28,553.95,False,outside
79,1.58,11,0.3717,161.36,531.45,186.5,591.01,173.93,591.01,True,left_pocket
79,1.58,17,0.4202,1212.51,478.46,1233.36,533.88,1222.94,533.88,True,central_corridor
79,1.58,15,0.648,1363.31,616.46,1398.9,701.47,1381.11,701.47,True,central_corridor
79,1.58,18,0.5529,1413.75,605.11,1446.16,695.01,1429.95,695.01,True,central_corridor
79,1.58,23,0.4995,1003.08,670.89,1062.85,771.3,1032.96,771.3,True,left_half_forward
79,1.58,26,0.4354,847.81,469.72,866.75,515.01,857.28,515.01,False,outside
79,1.58,29,0.4969,1315.93,719.35,1370.06,837.12,1342.99,837.12,True,central_corridor
79,1.58,6,0.4195,1074.51,540.39,1098.52,604.86,1086.51,604.86,True,left_half_forward
79,1.58,31,0.3799,1003.81,672.29,1048.52,760.43,1026.16,760.43,True,left_half_forward
79,1.58,5,0.4041,1317.25,720.29,1388.64,844.04,1352.95,844.04,True,central_corridor
79,1.58,25,0.378,488.95,497.92,511.14,544.17,500.04,544.17,True,left_pocket
79,1.58,30,0.3538,1588.08,461.92,1607.32,501.84,1597.7,501.84,False,outside
80,1.6,2,0.7444,1481.91,846.74,1530.96,985.41,1506.44,985.41,False,outside
80,1.6,4,0.4825,102.7,589.71,146.54,653.6,124.62,653.6,True,left_pocket
80,1.6,7,0.5942,973.46,567.02,1011.72,632.53,992.59,632.53,True,left_half_forward
80,1.6,9,0.3593,219.11,492.3,245.43,553.89,232.27,553.89,False,outside
80,1.6,11,0.3681,161.42,531.44,186.46,590.93,173.94,590.93,True,left_pocket
80,1.6,17,0.4151,1212.45,478.64,1233.42,534.02,1222.93,534.02,True,central_corridor
80,1.6,15,0.6427,1363.34,616.58,1398.86,701.37,1381.1,701.37,True,central_corridor
80,1.6,18,0.5487,1413.76,605.08,1446.08,694.98,1429.92,694.98,True,central_corridor
80,1.6,23,0.4919,1003.2,670.96,1063.15,771.26,1033.17,771.26,True,left_half_forward
80,1.6,26,0.4272,847.83,469.7,866.75,514.98,857.29,514.98,False,outside
80,1.6,29,0.4948,1315.94,719.34,1369.75,836.83,1342.84,836.83,True,central_corridor
80,1.6,6,0.4076,1074.54,540.48,1098.58,604.75,1086.56,604.75,True,left_half_forward
80,1.6,31,0.377,1003.9,672.4,1047.91,759.98,1025.9,759.98,True,left_half_forward
80,1.6,5,0.4105,1317.27,720.28,1388.48,843.98,1352.87,843.98,True,central_corridor
80,1.6,25,0.3746,488.96,497.96,511.11,544.27,500.03,544.27,True,left_pocket
80,1.6,30,0.3553,1588.1,461.98,1607.31,501.82,1597.71,501.82,False,outside
81,1.62,2,0.7422,1481.99,846.73,1530.93,985.4,1506.46,985.4,False,outside
81,1.62,4,0.4826,102.74,589.72,146.54,653.74,124.64,653.74,True,left_pocket
81,1.62,7,0.5982,973.53,567.09,1011.7,632.47,992.61,632.47,True,left_half_forward
81,1.62,9,0.3592,219.18,492.28,245.43,553.92,232.31,553.92,False,outside
81,1.62,11,0.364,161.43,531.4,186.47,590.99,173.95,590.99,True,left_pocket
81,1.62,17,0.4089,1212.47,478.57,1233.41,534.01,1222.94,534.01,True,central_corridor
81,1.62,15,0.6443,1363.39,616.47,1398.79,701.33,1381.09,701.33,True,central_corridor
81,1.62,18,0.5495,1413.73,605.03,1446.06,694.88,1429.89,694.88,True,central_corridor
81,1.62,23,0.4943,1003.29,671.0,1063.23,771.34,1033.26,771.34,True,left_half_forward
81,1.62,26,0.4282,847.89,469.73,866.74,514.98,857.31,514.98,False,outside
81,1.62,29,0.4924,1315.9,719.37,1369.68,836.57,1342.79,836.57,True,central_corridor
81,1.62,6,0.4163,1074.64,540.46,1098.69,604.75,1086.67,604.75,True,left_half_forward
81,1.62,31,0.3835,1003.99,672.44,1047.48,760.01,1025.74,760.01,True,left_half_forward
81,1.62,5,0.4136,1317.24,720.22,1388.6,843.89,1352.92,843.89,True,central_corridor
81,1.62,25,0.3783,488.95,498.01,511.16,544.3,500.05,544.3,True,left_pocket
82,1.64,2,0.7405,1482.04,846.76,1530.94,985.41,1506.49,985.41,False,outside
82,1.64,4,0.4843,102.86,589.81,146.56,653.32,124.71,653.32,True,left_pocket
82,1.64,7,0.5957,973.5,567.09,1011.81,632.43,992.65,632.43,True,left_half_forward
82,1.64,9,0.3594,219.12,492.23,245.44,553.99,232.28,553.99,False,outside
82,1.64,11,0.3676,161.42,531.39,186.46,590.91,173.94,590.91,True,left_pocket
82,1.64,17,0.4127,1212.44,478.39,1233.33,534.02,1222.89,534.02,True,central_corridor
82,1.64,15,0.6481,1363.39,616.52,1398.86,701.3,1381.13,701.3,True,central_corridor
82,1.64,18,0.5493,1413.58,604.98,1446.07,694.83,1429.83,694.83,True,central_corridor
82,1.64,23,0.4972,1003.27,671.01,1063.28,771.45,1033.28,771.45,True,left_half_forward
82,1.64,26,0.4304,847.91,469.78,866.81,514.98,857.36,514.98,False,outside
82,1.64,29,0.4981,1315.91,719.33,1369.55,836.31,1342.73,836.31,True,central_corridor
82,1.64,6,0.4252,1074.63,540.43,1098.71,604.84,1086.67,604.84,True,left_half_forward
82,1.64,31,0.3761,1003.98,672.43,1047.57,760.12,1025.77,760.12,True,left_half_forward
82,1.64,5,0.4294,1316.38,719.76,1388.15,843.43,1352.26,843.43,True,central_corridor
82,1.64,25,0.3803,488.98,497.98,511.12,544.43,500.05,544.43,True,left_pocket
82,1.64,30,0.3525,1588.1,462.01,1607.27,501.8,1597.69,501.8,False,outside
83,1.66,2,0.7417,1482.11,846.74,1530.92,985.44,1506.51,985.44,False,outside
83,1.66,4,0.4885,102.89,589.85,146.63,653.08,124.76,653.08,True,left_pocket
83,1.66,7,0.6013,973.38,567.15,1011.83,632.43,992.6,632.43,True,left_half_forward
83,1.66,9,0.3645,219.13,492.32,245.37,554.06,232.25,554.06,False,outside
83,1.66,11,0.3769,161.5,531.27,186.45,590.85,173.97,590.85,True,left_pocket
83,1.66,17,0.4146,1212.48,478.31,1233.31,533.98,1222.89,533.98,True,central_corridor
83,1.66,15,0.6476,1363.4,616.5,1398.85,701.21,1381.13,701.21,True,central_corridor
83,1.66,18,0.5537,1413.57,604.98,1446.12,694.82,1429.84,694.82,True,central_corridor
83,1.66,23,0.4972,1003.2,670.91,1063.24,771.48,1033.22,771.48,True,left_half_forward
83,1.66,26,0.4365,847.93,469.68,866.89,515.02,857.41,515.02,False,outside
83,1.66,29,0.4984,1315.92,719.34,1369.47,836.19,1342.69,836.19,True,central_corridor
83,1.66,6,0.4296,1074.61,540.37,1098.7,604.89,1086.65,604.89,True,left_half_forward
83,1.66,31,0.378,1003.88,672.29,1047.7,760.11,1025.79,760.11,True,left_half_forward
83,1.66,5,0.4232,1316.04,719.59,1387.91,843.24,1351.98,843.24,True,central_corridor
83,1.66,25,0.3719,488.99,498.03,511.08,544.27,500.04,544.27,True,left_pocket
83,1.66,30,0.3573,1588.08,461.84,1607.28,501.86,1597.68,501.86,False,outside
84,1.68,2,0.7414,1482.13,846.94,1530.9,985.44,1506.51,985.44,False,outside
84,1.68,4,0.4863,102.66,589.85,146.64,653.56,124.65,653.56,True,left_pocket
84,1.68,7,0.6031,973.43,567.1,1011.87,632.46,992.65,632.46,True,left_half_forward
84,1.68,9,0.3693,219.1,492.22,245.48,554.14,232.29,554.14,False,outside
84,1.68,11,0.3759,161.47,531.23,186.49,590.87,173.98,590.87,True,left_pocket
84,1.68,17,0.414,1212.45,478.27,1233.19,533.97,1222.82,533.97,True,central_corridor
84,1.68,15,0.6508,1363.4,616.53,1398.82,701.16,1381.11,701.16,True,central_corridor
84,1.68,18,0.5593,1413.55,604.92,1446.17,694.79,1429.86,694.79,True,central_corridor
84,1.68,23,0.4986,1003.15,670.92,1063.29,771.52,1033.22,771.52,True,left_half_forward
84,1.68,26,0.4389,847.86,469.59,866.87,515.04,857.36,515.04,False,outside
84,1.68,29,0.5002,1315.89,719.31,1369.66,836.05,1342.78,836.05,True,central_corridor
84,1.68,6,0.4327,1074.61,540.52,1098.74,604.96,1086.68,604.96,True,left_half_forward
84,1.68,31,0.3757,1003.81,672.25,1047.62,759.97,1025.71,759.97,True,left_half_forward
84,1.68,5,0.4182,1316.81,719.93,1388.82,843.71,1352.81,843.71,True,central_corridor
84,1.68,25,0.3817,488.92,497.96,511.03,544.32,499.97,544.32,True,left_pocket
84,1.68,30,0.3569,1588.05,461.89,1607.26,501.78,1597.66,501.78,False,outside
85,1.7,2,0.7402,1482.12,846.98,1530.9,985.46,1506.51,985.46,False,outside
85,1.7,4,0.4896,102.54,589.8,146.74,653.97,124.64,653.97,True,left_pocket
85,1.7,7,0.6085,973.35,567.07,1011.88,632.48,992.62,632.48,True,left_half_forward
85,1.7,9,0.3717,219.11,492.08,245.58,554.2,232.35,554.2,False,outside
85,1.7,11,0.382,161.37,531.23,186.53,591.03,173.95,591.03,True,left_pocket
85,1.7,17,0.4141,1212.44,478.12,1233.15,533.8,1222.8,533.8,True,central_corridor
85,1.7,15,0.6587,1363.32,616.52,1398.79,701.18,1381.06,701.18,True,central_corridor
85,1.7,18,0.5649,1413.51,604.89,1446.19,694.84,1429.85,694.84,True,central_corridor
85,1.7,23,0.5006,1003.16,670.85,1063.64,771.62,1033.4,771.62,True,left_half_forward
85,1.7,26,0.4422,847.82,469.57,866.85,515.07,857.34,515.07,False,outside
85,1.7,29,0.5065,1315.88,719.41,1369.93,836.0,1342.91,836.0,True,central_corridor
85,1.7,6,0.4365,1074.56,540.51,1098.64,604.93,1086.6,604.93,True,left_half_forward
85,1.7,31,0.3724,1003.81,672.15,1047.83,760.02,1025.82,760.02,True,left_half_forward
85,1.7,5,0.4307,1317.08,720.25,1388.57,843.67,1352.82,843.67,True,central_corridor
85,1.7,25,0.3931,488.89,497.93,511.0,544.35,499.94,544.35,True,left_pocket
85,1.7,30,0.3744,1588.14,461.9,1607.27,501.86,1597.71,501.86,False,outside
86,1.72,2,0.7411,1482.05,846.99,1530.89,985.48,1506.47,985.48,False,outside
86,1.72,4,0.4878,102.67,589.82,146.78,654.1,124.72,654.1,True,left_pocket
86,1.72,7,0.601,973.4,567.08,1011.73,632.47,992.56,632.47,True,left_half_forward
86,1.72,9,0.3682,219.11,491.99,245.55,554.18,232.33,554.18,False,outside
86,1.72,11,0.3771,161.31,531.25,186.43,590.97,173.87,590.97,True,left_pocket
86,1.72,17,0.4083,1212.36,478.01,1233.16,533.69,1222.76,533.69,True,central_corridor
86,1.72,15,0.658,1363.31,616.51,1398.83,701.12,1381.07,701.12,True,central_corridor
86,1.72,18,0.5671,1413.5,604.93,1446.22,694.85,1429.86,694.85,True,central_corridor
86,1.72,23,0.4962,1003.24,670.78,1063.86,771.68,1033.55,771.68,True,left_half_forward
86,1.72,26,0.4458,847.84,469.55,866.78,515.08,857.31,515.08,False,outside
86,1.72,29,0.5056,1315.91,719.37,1369.88,836.13,1342.89,836.13,True,central_corridor
86,1.72,6,0.4306,1074.55,540.48,1098.61,604.78,1086.58,604.78,True,left_half_forward
86,1.72,31,0.3739,1003.86,672.08,1047.74,759.97,1025.8,759.97,True,left_half_forward
86,1.72,5,0.4226,1317.26,720.25,1388.29,843.77,1352.78,843.77,True,central_corridor
86,1.72,25,0.3899,488.9,497.94,511.05,544.34,499.97,544.34,True,left_pocket
86,1.72,30,0.3737,1588.13,461.91,1607.25,501.83,1597.69,501.83,False,outside
87,1.74,2,0.7396,1482.03,846.96,1530.87,985.53,1506.45,985.53,False,outside
87,1.74,4,0.4928,102.63,589.73,146.77,654.48,124.7,654.48,True,left_pocket
87,1.74,7,0.598,973.35,567.07,1011.72,632.49,992.53,632.49,True,left_half_forward
87,1.74,9,0.3655,219.1,491.88,245.57,554.11,232.33,554.11,False,outside
87,1.74,11,0.3803,161.27,531.28,186.43,590.88,173.85,590.88,True,left_pocket
87,1.74,17,0.4152,1212.37,478.14,1233.13,533.7,1222.75,533.7,True,central_corridor
87,1.74,15,0.6574,1363.3,616.5,1398.85,701.13,1381.08,701.13,True,central_corridor
87,1.74,18,0.5651,1413.48,604.91,1446.25,694.83,1429.87,694.83,True,central_corridor
87,1.74,23,0.4975,1003.25,670.72,1064.0,771.69,1033.63,771.69,True,left_half_forward
87,1.74,26,0.4431,847.84,469.5,866.81,515.11,857.33,515.11,False,outside
87,1.74,29,0.5026,1315.94,719.35,1369.99,836.29,1342.96,836.29,True,central_corridor
87,1.74,6,0.4284,1074.53,540.52,1098.72,604.9,1086.62,604.9,True,left_half_forward
87,1.74,31,0.3754,1003.82,672.04,1047.8,760.0,1025.81,760.0,True,left_half_forward
87,1.74,5,0.4284,1317.33,720.25,1388.05,843.84,1352.69,843.84,True,central_corridor
87,1.74,25,0.3908,488.91,497.87,511.14,544.34,500.03,544.34,True,left_pocket
87,1.74,30,0.3774,1588.1,461.87,1607.26,501.84,1597.68,501.84,False,outside
88,1.76,2,0.7392,1482.03,847.03,1530.86,985.55,1506.44,985.55,False,outside
88,1.76,4,0.4923,102.57,589.66,146.74,654.73,124.66,654.73,True,left_pocket
88,1.76,7,0.5906,973.35,567.03,1011.78,632.49,992.56,632.49,True,left_half_forward
88,1.76,9,0.3687,219.08,491.84,245.55,554.13,232.31,554.13,False,outside
88,1.76,11,0.3784,161.26,531.27,186.41,590.79,173.84,590.79,True,left_pocket
88,1.76,17,0.4104,1212.34,478.1,1233.12,533.7,1222.73,533.7,True,central_corridor
88,1.76,15,0.65,1363.27,616.68,1398.82,701.13,1381.05,701.13,True,central_corridor
88,1.76,18,0.5626,1413.56,604.86,1446.24,694.75,1429.9,694.75,True,central_corridor
88,1.76,23,0.4957,1003.27,670.8,1063.99,771.91,1033.63,771.91,True,left_half_forward
88,1.76,26,0.4293,847.85,469.57,866.84,515.03,857.35,515.03,False,outside
88,1.76,29,0.5055,1315.97,719.33,1369.97,836.01,1342.97,836.01,True,central_corridor
88,1.76,6,0.4284,1074.5,540.58,1098.69,604.99,1086.6,604.99,True,left_half_forward
88,1.76,31,0.3713,1003.8,672.11,1047.7,760.3,1025.75,760.3,True,left_half_forward
88,1.76,5,0.428,1317.46,720.29,1388.02,843.92,1352.74,843.92,True,central_corridor
88,1.76,25,0.3829,488.91,497.92,511.08,544.33,500.0,544.33,True,left_pocket
88,1.76,30,0.3751,1588.1,461.83,1607.27,501.8,1597.68,501.8,False,outside
89,1.78,2,0.7372,1482.0,847.03,1530.88,985.58,1506.44,985.58,False,outside
89,1.78,4,0.4907,102.56,589.59,146.65,654.95,124.6,654.95,True,left_pocket
89,1.78,7,0.59,973.33,567.07,1011.75,632.53,992.54,632.53,True,left_half_forward
89,1.78,9,0.3663,219.07,491.77,245.53,554.07,232.3,554.07,False,outside
89,1.78,11,0.3807,161.24,531.26,186.37,590.98,173.8,590.98,True,left_pocket
89,1.78,17,0.4095,1212.33,478.1,1233.08,533.73,1222.7,533.73,True,central_corridor
89,1.78,15,0.6508,1363.25,616.77,1398.85,701.08,1381.05,701.08,True,central_corridor
89,1.78,18,0.5596,1413.6,604.82,1446.2,694.7,1429.9,694.7,True,central_corridor
89,1.78,23,0.4964,1003.32,670.84,1064.03,772.0,1033.68,772.0,True,left_half_forward
89,1.78,26,0.4321,847.86,469.59,866.92,515.0,857.39,515.0,False,outside
89,1.78,29,0.5065,1315.93,719.32,1370.06,836.08,1342.99,836.08,True,central_corridor
89,1.78,6,0.4242,1074.44,540.62,1098.59,604.87,1086.52,604.87,True,left_half_forward
89,1.78,31,0.3722,1003.81,672.16,1047.77,760.54,1025.79,760.54,True,left_half_forward
89,1.78,5,0.4291,1317.41,720.26,1388.24,844.02,1352.83,844.02,True,central_corridor
89,1.78,25,0.3846,488.89,497.91,511.1,544.33,499.99,544.33,True,left_pocket
89,1.78,30,0.372,1587.89,461.78,1607.29,501.79,1597.59,501.79,False,outside
90,1.8,2,0.7321,1481.75,846.82,1530.76,985.64,1506.25,985.64,False,outside
90,1.8,4,0.462,103.05,591.4,148.33,654.21,125.69,654.21,True,left_pocket
90,1.8,7,0.4936,971.94,567.46,1011.25,631.63,991.59,631.63,True,left_half_forward
90,1.8,11,0.5106,163.03,532.47,188.57,591.21,175.8,591.21,True,left_pocket
90,1.8,17,0.4206,1213.26,478.27,1234.16,532.43,1223.71,532.43,True,central_corridor
90,1.8,15,0.5982,1363.59,618.03,1399.84,701.79,1381.72,701.79,True,central_corridor
90,1.8,18,0.5824,1415.18,604.05,1447.27,695.66,1431.22,695.66,True,central_corridor
90,1.8,23,0.3882,996.86,673.42,1060.84,771.93,1028.85,771.93,True,left_half_forward
90,1.8,26,0.3628,847.87,473.27,867.55,515.41,857.71,515.41,False,outside
90,1.8,29,0.5475,1313.32,719.27,1367.17,835.24,1340.25,835.24,True,central_corridor
90,1.8,6,0.4031,1074.48,540.52,1099.88,606.33,1087.18,606.33,True,left_half_forward
90,1.8,31,0.5056,998.29,676.31,1045.28,764.05,1021.78,764.05,True,left_half_forward
90,1.8,30,0.375,1587.76,460.99,1608.87,501.77,1598.31,501.77,False,outside
91,1.82,2,0.7314,1481.96,846.86,1529.92,985.62,1505.94,985.62,False,outside
91,1.82,4,0.4971,102.37,593.37,150.44,654.6,126.4,654.6,True,left_pocket
91,1.82,7,0.4968,970.42,567.88,1010.87,631.41,990.65,631.41,True,left_half_forward
91,1.82,11,0.4999,164.1,534.66,189.63,591.87,176.87,591.87,True,left_pocket
91,1.82,17,0.3986,1213.92,479.89,1233.97,532.76,1223.95,532.76,True,central_corridor
91,1.82,15,0.6448,1363.0,620.23,1401.9,702.46,1382.45,702.46,True,central_corridor
91,1.82,18,0.6,1415.82,602.55,1448.25,695.43,1432.04,695.43,True,central_corridor
91,1.82,23,0.5575,985.75,673.41,1055.54,768.1,1020.64,768.1,True,left_half_forward
91,1.82,29,0.5203,1308.45,719.14,1360.83,835.11,1334.64,835.11,True,central_corridor
91,1.82,6,0.4633,1074.31,539.7,1101.69,606.86,1088.0,606.86,True,left_half_forward
91,1.82,9,0.3696,219.0,490.92,244.83,551.72,231.92,551.72,False,outside
92,1.84,2,0.7344,1482.19,846.6,1529.5,985.62,1505.85,985.62,False,outside
92,1.84,4,0.4747,102.21,594.64,153.4,651.89,127.8,651.89,True,left_pocket
92,1.84,7,0.5112,969.02,568.33,1008.56,631.27,988.79,631.27,True,left_half_forward
92,1.84,11,0.4958,167.59,538.57,190.93,591.83,179.26,591.83,True,left_pocket
92,1.84,15,0.528,1362.41,620.3,1404.51,703.38,1383.46,703.38,True,central_corridor
92,1.84,18,0.5735,1417.74,602.55,1449.26,695.24,1433.5,695.24,True,central_corridor
92,1.84,23,0.3934,972.36,672.55,1043.66,764.42,1008.01,764.42,True,left_half_forward
92,1.84,29,0.5663,1305.95,717.89,1356.64,832.57,1331.29,832.57,True,central_corridor
92,1.84,6,0.4831,1075.08,540.23,1102.63,606.33,1088.85,606.33,True,left_half_forward
93,1.86,2,0.7215,1482.61,847.09,1528.57,985.53,1505.59,985.53,False,outside
93,1.86,7,0.5188,965.26,567.91,998.56,629.66,981.91,629.66,True,left_half_forward
93,1.86,11,0.5041,173.08,543.27,197.86,592.45,185.47,592.45,True,left_pocket
93,1.86,15,0.6541,1371.77,616.94,1410.28,702.64,1391.03,702.64,True,central_corridor
93,1.86,18,0.467,1419.36,608.52,1454.18,700.26,1436.77,700.26,True,central_corridor
93,1.86,29,0.6535,1293.7,717.59,1348.99,840.93,1321.35,840.93,True,central_corridor
93,1.86,6,0.5176,1078.89,540.23,1106.66,606.27,1092.77,606.27,True,left_half_forward
93,1.86,17,0.3527,1216.34,482.72,1239.73,536.92,1228.03,536.92,True,central_corridor
94,1.88,2,0.7188,1481.61,847.5,1529.17,982.71,1505.39,982.71,False,outside
94,1.88,18,0.5443,1426.88,614.31,1459.76,705.35,1443.32,705.35,True,central_corridor
94,1.88,29,0.6797,1284.45,720.32,1332.76,851.16,1308.6,851.16,True,central_corridor
95,1.9,2,0.7133,1478.3,847.62,1528.94,980.54,1503.62,980.54,False,outside
95,1.9,18,0.4948,1430.67,617.34,1462.73,708.89,1446.7,708.89,True,central_corridor
95,1.9,29,0.6933,1279.19,723.1,1324.08,854.66,1301.64,854.66,True,central_corridor
95,1.9,35,0.6467,873.59,658.91,927.11,756.94,900.35,756.94,True,left_half_forward
95,1.9,36,0.6008,171.07,598.64,196.97,656.2,184.02,656.2,True,left_pocket
95,1.9,37,0.5235,943.29,570.09,973.03,637.53,958.16,637.53,True,left_half_forward
95,1.9,39,0.4014,1401.03,623.52,1430.09,709.71,1415.56,709.71,True,central_corridor
95,1.9,41,0.5027,1091.78,543.94,1118.32,608.73,1105.05,608.73,True,left_half_forward
95,1.9,17,0.4222,1221.69,482.69,1247.16,537.64,1234.42,537.64,True,central_corridor
96,1.92,2,0.7071,1474.89,846.8,1528.63,979.06,1501.76,979.06,False,outside
96,1.92,18,0.4416,1434.57,617.47,1463.72,708.91,1449.15,708.91,True,central_corridor
96,1.92,29,0.7042,1274.94,723.49,1318.79,856.95,1296.87,856.95,True,central_corridor
96,1.92,35,0.5763,852.15,662.95,914.99,750.93,883.57,750.93,True,left_half_forward
96,1.92,36,0.4266,176.92,600.42,203.82,656.49,190.37,656.49,True,left_pocket
96,1.92,37,0.6286,940.82,569.68,967.05,639.72,953.93,639.72,True,left_half_forward
96,1.92,39,0.513,1403.67,623.89,1436.05,711.58,1419.86,711.58,True,central_corridor
96,1.92,41,0.5304,1095.0,543.69,1119.1,609.52,1107.05,609.52,True,left_half_forward
96,1.92,43,0.4476,747.03,510.99,768.9,567.41,757.96,567.41,True,left_half_forward
96,1.92,17,0.4915,1222.09,482.93,1251.39,539.67,1236.74,539.67,True,central_corridor
97,1.94,2,0.7032,1473.68,846.71,1528.58,978.6,1501.13,978.6,False,outside
97,1.94,18,0.4386,1435.79,617.34,1463.87,708.73,1449.83,708.73,True,central_corridor
97,1.94,29,0.7001,1273.51,723.6,1317.22,857.81,1295.36,857.81,True,central_corridor
97,1.94,35,0.5883,843.89,664.34,910.7,748.9,877.3,748.9,True,left_half_forward
97,1.94,36,0.4314,178.38,601.07,206.01,657.06,192.19,657.06,True,left_pocket
97,1.94,37,0.6193,940.22,569.61,964.82,640.19,952.52,640.19,True,left_half_forward
97,1.94,39,0.5073,1404.78,624.7,1437.58,711.89,1421.18,711.89,True,central_corridor
97,1.94,41,0.5172,1096.0,543.67,1119.28,609.56,1107.64,609.56,True,left_half_forward
97,1.94,43,0.4292,747.21,510.88,769.02,567.15,758.11,567.15,True,left_half_forward
97,1.94,17,0.4624,1221.84,483.04,1253.01,539.99,1237.43,539.99,True,central_corridor
97,1.94,45,0.5024,210.24,497.36,241.5,596.48,225.87,596.48,True,left_pocket
97,1.94,46,0.4138,577.35,427.53,601.4,509.42,589.37,509.42,False,outside
97,1.94,47,0.44,211.31,539.1,241.11,596.66,226.21,596.66,True,left_pocket
98,1.96,2,0.7322,1470.56,847.3,1528.24,977.31,1499.4,977.31,False,outside
98,1.96,18,0.4459,1438.65,618.8,1465.74,710.88,1452.19,710.88,True,central_corridor
98,1.96,29,0.6597,1272.28,723.14,1316.77,858.7,1294.52,858.7,True,central_corridor
98,1.96,35,0.5845,834.2,664.95,902.06,748.84,868.13,748.84,True,left_half_forward
98,1.96,36,0.5474,183.27,601.96,209.24,655.28,196.25,655.28,True,left_pocket
98,1.96,37,0.6204,938.96,569.18,963.52,640.49,951.24,640.49,True,left_half_forward
98,1.96,39,0.5688,1408.49,625.07,1437.62,714.21,1423.05,714.21,True,central_corridor
98,1.96,41,0.5422,1096.87,543.75,1119.64,611.01,1108.26,611.01,True,left_half_forward
98,1.96,43,0.4408,748.11,510.84,770.21,566.33,759.16,566.33,True,left_half_forward
98,1.96,45,0.511,215.02,507.16,241.84,595.35,228.43,595.35,True,left_pocket
98,1.96,47,0.4665,215.33,539.72,241.88,594.99,228.61,594.99,True,left_pocket
99,1.98,2,0.7062,1468.83,847.6,1527.47,977.51,1498.15,977.51,False,outside
99,1.98,18,0.5679,1439.94,619.29,1467.51,713.46,1453.73,713.46,True,central_corridor
99,1.98,29,0.669,1269.62,724.0,1315.57,858.71,1292.59,858.71,True,central_corridor
99,1.98,35,0.5404,828.38,664.24,877.64,747.61,853.01,747.61,True,left_half_forward
99,1.98,36,0.6331,186.59,601.41,216.51,655.75,201.55,655.75,True,left_pocket
99,1.98,37,0.6223,935.94,569.42,963.29,641.98,949.62,641.98,True,left_half_forward
99,1.98,39,0.5721,1410.77,628.74,1438.43,715.51,1424.6,715.51,True,central_corridor
99,1.98,41,0.5085,1097.75,543.92,1119.89,611.88,1108.82,611.88,True,left_half_forward
99,1.98,43,0.379,749.77,510.87,770.86,566.68,760.32,566.68,True,left_half_forward
99,1.98,45,0.5125,219.48,500.61,245.18,597.57,232.33,597.57,True,left_pocket
99,1.98,47,0.3896,219.86,543.0,244.99,596.32,232.42,596.32,True,left_pocket
99,1.98,48,0.3948,502.77,498.71,529.49,552.62,516.13,552.62,True,left_pocket
100,2.0,2,0.7055,1468.32,847.52,1527.09,977.3,1497.71,977.3,False,outside
100,2.0,18,0.5704,1440.31,619.48,1468.24,714.39,1454.28,714.39,True,central_corridor
100,2.0,29,0.6706,1268.74,724.46,1315.21,858.59,1291.97,858.59,True,central_corridor
100,2.0,35,0.538,827.54,664.02,868.6,747.23,848.07,747.23,True,left_half_forward
100,2.0,36,0.6372,187.65,601.0,218.89,656.16,203.27,656.16,True,left_pocket
100,2.0,37,0.635,934.99,569.51,963.06,642.3,949.02,642.3,True,left_half_forward
100,2.0,39,0.573,1411.36,630.17,1438.48,716.05,1424.92,716.05,True,central_corridor
100,2.0,41,0.5091,1097.74,544.06,1119.99,612.31,1108.87,612.31,True,left_half_forward
100,2.0,43,0.3737,750.37,510.74,770.95,566.53,760.66,566.53,True,left_half_forward
100,2.0,45,0.5211,220.46,498.72,246.0,598.11,233.23,598.11,True,left_pocket
100,2.0,47,0.3899,220.84,543.63,245.63,596.67,233.24,596.67,True,left_pocket
100,2.0,48,0.3867,503.01,498.47,529.41,552.59,516.21,552.59,True,left_pocket
100,2.0,49,0.3651,868.29,474.25,886.27,515.78,877.28,515.78,False,outside
101,2.02,2,0.7037,1468.05,847.61,1526.9,977.07,1497.47,977.07,False,outside
101,2.02,18,0.5685,1440.28,619.52,1468.49,714.68,1454.38,714.68,True,central_corridor
101,2.02,29,0.6669,1268.48,724.76,1315.08,858.42,1291.78,858.42,True,central_corridor
101,2.02,35,0.5209,827.62,663.86,866.46,747.27,847.04,747.27,True,left_half_forward
101,2.02,36,0.6348,187.92,600.95,219.38,656.17,203.65,656.17,True,left_pocket
101,2.02,37,0.6253,934.63,569.3,962.82,642.28,948.72,642.28,True,left_half_forward
101,2.02,39,0.5694,1411.5,630.63,1438.25,716.19,1424.88,716.19,True,central_corridor
101,2.02,41,0.5024,1097.71,544.03,1119.97,612.13,1108.84,612.13,True,left_half_forward
101,2.02,43,0.3732,750.61,510.51,771.08,566.53,760.84,566.53,True,left_half_forward
